hospital,Діагноз,visit_month,Стать,age,counts,counts_unique
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y6-17,1,
4,K76 ІХС без стенокардії  ,2019-05,Жіноча,,12,8.0
4,K76 ІХС без стенокардії  ,2019-05,Жіноча,y18-39,2,2.0
4,K76 ІХС без стенокардії  ,2019-05,Жіноча,y40-64,159,90.0
4,K76 ІХС без стенокардії  ,2019-05,Жіноча,y65+,418,238.0
4,K76 ІХС без стенокардії  ,2019-05,Чоловіча,y40-64,106,45.0
4,K76 ІХС без стенокардії  ,2019-05,Чоловіча,y65+,123,81.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y40-64,2,2.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y65+,3,3.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y6-17,1,1.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Жіноча,y40-64,13,6.0
4,K77 Серцева недостатність  ,2019-05,Жіноча,y65+,4,
4,K77 Серцева недостатність  ,2019-05,Чоловіча,y40-64,1,
4,K77 Серцева недостатність  ,2019-05,Чоловіча,y65+,1,
5,A77 Вірусні захворювання інші / БДУ  ,2019-05,Жіноча,y0-5,1,1.0
4,K80 Серцева аритмія БДУ  ,2019-05,Жіноча,y65+,2,2.0
4,K80 Серцева аритмія БДУ  ,2019-05,Чоловіча,y65+,1,1.0
4,K85 Підвищений артеріальний тиск  ,2019-05,Чоловіча,y40-64,1,1.0
4,K85 Підвищений артеріальний тиск  ,2019-05,Чоловіча,y18-39,1,1.0
4,K85 Підвищений артеріальний тиск  ,2019-05,Жіноча,y65+,13,6.0
4,K85 Підвищений артеріальний тиск  ,2019-05,Жіноча,y40-64,7,5.0
4,K85 Підвищений артеріальний тиск  ,2019-05,Жіноча,y18-39,1,1.0
1,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y18-39,1,
4,K87 Гіпертонія з ускладненням  ,2019-05,Чоловіча,y65+,14,8.0
1,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y40-64,10,4.0
1,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y0-5,1,1.0
1,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y18-39,5,2.0
1,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y40-64,18,4.0
4,K84 Хвороби серця інші  ,2019-05,Чоловіча,y6-17,1,
4,K84 Хвороби серця інші  ,2019-05,Жіноча,y6-17,1,1.0
4,K84 Хвороби серця інші  ,2019-05,Жіноча,y40-64,1,
1,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y65+,3,2.0
1,D86 Виразкова хвороба ін.  ,2019-05,Чоловіча,y40-64,1,
1,D86 Виразкова хвороба ін.  ,2019-05,Чоловіча,y18-39,1,1.0
1,D86 Виразкова хвороба ін.  ,2019-05,Жіноча,y6-17,2,1.0
1,D72 Вірусний гепатит  ,2019-05,Жіноча,y18-39,1,1.0
4,L85 Набута деформація хребта ,2019-05,Жіноча,y0-5,1,1.0
4,L85 Набута деформація хребта ,2019-05,Жіноча,y6-17,7,5.0
4,X76 Злоякісні новоутворення молочної залози ,2019-05,Жіноча,y65+,1,1.0
4,X76 Злоякісні новоутворення молочної залози ,2019-05,Жіноча,y40-64,8,1.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Жіноча,y0-5,3,1.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Жіноча,y18-39,16,6.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Жіноча,y40-64,4,2.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Жіноча,y6-17,9,6.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Жіноча,y18-39,3,2.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Жіноча,y40-64,1,1.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Жіноча,y65+,2,1.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Чоловіча,y18-39,2,1.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Чоловіча,y40-64,6,3.0
4,L86 Спинний синдром з іррадіацією болю ,2019-05,Чоловіча,y65+,1,
5,U71 Цистит / сечова інфекція інша  ,2019-05,Жіноча,y65+,6,2.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Чоловіча,y18-39,2,1.0
1,D01 Біль у животі /кольки без локалізації  ,2019-05,Жіноча,y18-39,1,
1,D01 Біль у животі /кольки без локалізації  ,2019-05,Чоловіча,y0-5,2,2.0
4,L89 Остеоартроз кульшового суглоба ,2019-05,Чоловіча,y65+,3,1.0
4,L89 Остеоартроз кульшового суглоба ,2019-05,Чоловіча,y40-64,1,1.0
4,L89 Остеоартроз кульшового суглоба ,2019-05,Жіноча,y65+,3,2.0
4,L89 Остеоартроз кульшового суглоба ,2019-05,Жіноча,y40-64,1,1.0
1,D72 Вірусний гепатит  ,2019-05,Жіноча,y40-64,1,1.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Чоловіча,y65+,2,1.0
1,D70 Шлунково-кишкова інфекція  ,2019-05,Жіноча,y40-64,1,1.0
4,L88 Ревматоїдний / серопозитивний артрит ,2019-05,Чоловіча,y40-64,4,1.0
4,L88 Ревматоїдний / серопозитивний артрит ,2019-05,Жіноча,y65+,1,1.0
1,D70 Шлунково-кишкова інфекція  ,2019-05,Чоловіча,y18-39,2,2.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Чоловіча,y40-64,1,
4,W78 Вагітність  ,2019-05,Жіноча,y18-39,3,3.0
5,U71 Цистит / сечова інфекція інша  ,2019-05,Чоловіча,y6-17,2,1.0
1,D98 Холецистит / жовчнокам'яна хвороба  ,2019-05,Чоловіча,y65+,1,1.0
1,D72 Вірусний гепатит  ,2019-05,Чоловіча,y40-64,1,
4,L84 Спинний синдром без іррадіації болю ,2019-05,Жіноча,y65+,1,
1,D86 Виразкова хвороба ін.  ,2019-05,Жіноча,y40-64,3,3.0
4,K91 Захворювання судин мозку ,2019-05,Жіноча,y40-64,1,1.0
4,K91 Захворювання судин мозку ,2019-05,Жіноча,y65+,17,8.0
4,K91 Захворювання судин мозку ,2019-05,Чоловіча,y40-64,2,
4,K91 Захворювання судин мозку ,2019-05,Чоловіча,y65+,6,4.0
1,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y40-64,7,3.0
1,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y18-39,1,
1,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,,1,1.0
1,D85 Виразка дванадцятипалої кишки  ,2019-05,Жіноча,y65+,3,1.0
1,D85 Виразка дванадцятипалої кишки  ,2019-05,Жіноча,y18-39,2,1.0
4,K92 Атеросклероз / захворювання периф. судин  ,2019-05,Жіноча,y40-64,2,2.0
4,K92 Атеросклероз / захворювання периф. судин  ,2019-05,Жіноча,y65+,4,2.0
4,K92 Атеросклероз / захворювання периф. судин  ,2019-05,Чоловіча,y40-64,2,
4,K92 Атеросклероз / захворювання периф. судин  ,2019-05,Чоловіча,y65+,3,1.0
4,K95 Варикозне розширення вен ніг ,2019-05,Чоловіча,y40-64,5,1.0
5,A03 Лихоманка  ,2019-05,Чоловіча,y40-64,1,1.0
5,A03 Лихоманка  ,2019-05,Чоловіча,y18-39,1,1.0
4,L83 Шийний синдром ,2019-05,Чоловіча,y65+,2,1.0
4,L83 Шийний синдром ,2019-05,Чоловіча,y40-64,3,2.0
4,L83 Шийний синдром ,2019-05,Жіноча,y40-64,2,
4,L83 Шийний синдром ,2019-05,Жіноча,y18-39,1,
1,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-05,Жіноча,y40-64,1,
1,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-05,Чоловіча,y65+,5,
4,L84 Спинний синдром без іррадіації болю ,2019-05,Чоловіча,y65+,2,1.0
4,L81 Травма опорно-рухової системи БДУ ,2019-05,Чоловіча,y40-64,3,2.0
4,L76 Перелом: інші ,2019-05,Чоловіча,y40-64,1,1.0
4,L74 Перелом: кисть/стопа ,2019-05,Жіноча,y65+,1,1.0
4,L03 Поперек - симптоми/скарги ,2019-05,Чоловіча,y40-64,1,1.0
4,L03 Поперек - симптоми/скарги ,2019-05,Жіноча,y65+,4,2.0
4,L03 Поперек - симптоми/скарги ,2019-05,Жіноча,y40-64,2,2.0
5,A03 Лихоманка  ,2019-05,Жіноча,y0-5,2,2.0
4,L81 Травма опорно-рухової системи БДУ ,2019-05,Жіноча,y65+,1,1.0
4,K75 Гострий інфаркт міокарда  ,2019-05,Чоловіча,y65+,1,1.0
4,K75 Гострий інфаркт міокарда  ,2019-05,Чоловіча,y40-64,1,
5,A78 Інфекційні захворювання інші / БДУ  ,2019-05,Жіноча,y0-5,7,5.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y18-39,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y0-5,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,,1,1.0
4,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y40-64,2,1.0
4,D85 Виразка дванадцятипалої кишки  ,2019-05,Чоловіча,y65+,1,1.0
5,A97 Відсутність хвороби  ,2019-05,Чоловіча,y0-5,725,620.0
5,A97 Відсутність хвороби  ,2019-05,Чоловіча,,3,3.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,y65+,15,9.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,y6-17,920,792.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,y40-64,92,65.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,y18-39,76,53.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,y0-5,699,591.0
5,A97 Відсутність хвороби  ,2019-05,Жіноча,,12,11.0
5,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Чоловіча,y40-64,58,31.0
5,T90 Інсулінонезалежний цукровий діабет  ,2019-05,Чоловіча,y65+,38,15.0
4,D86 Виразкова хвороба ін.  ,2019-05,Жіноча,y40-64,2,1.0
4,D86 Виразкова хвороба ін.  ,2019-05,Жіноча,y65+,1,1.0
4,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y6-17,3,2.0
4,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y65+,1,
4,D97 Захворювання печінки БДУ  ,2019-05,Жіноча,y40-64,2,1.0
1,F92 Катаракта  ,2019-05,Жіноча,y40-64,2,1.0
1,F92 Катаракта  ,2019-05,Жіноча,y65+,3,
4,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y65+,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y40-64,5,3.0
4,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y40-64,6,2.0
4,D87 Розлад функції шлунку  ,2019-05,Жіноча,y65+,2,2.0
4,D87 Розлад функції шлунку  ,2019-05,Жіноча,y40-64,3,3.0
4,D87 Розлад функції шлунку  ,2019-05,Жіноча,y18-39,3,3.0
4,D87 Розлад функції шлунку  ,2019-05,Жіноча,,1,1.0
1,F92 Катаракта  ,2019-05,Чоловіча,y40-64,3,2.0
1,F92 Катаракта  ,2019-05,Чоловіча,y65+,1,1.0
4,D87 Розлад функції шлунку  ,2019-05,Чоловіча,y18-39,5,3.0
4,D97 Захворювання печінки БДУ  ,2019-05,Чоловіча,y65+,2,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y6-17,6,6.0
5,A97 Відсутність хвороби  ,2019-05,Чоловіча,y40-64,55,38.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Жіноча,y18-39,13,11.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Жіноча,y40-64,18,11.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Жіноча,y6-17,2,2.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Жіноча,y65+,11,8.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Чоловіча,y18-39,10,8.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Чоловіча,y40-64,12,10.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Чоловіча,y6-17,2,2.0
4,A98 Підтримання здоров'я / профілактика  ,2019-05,Чоловіча,y65+,6,4.0
4,B70 Лімфаденіт гострий  ,2019-05,Чоловіча,y6-17,1,1.0
4,B80 Залізодефіцитна анемія  ,2019-05,Жіноча,y18-39,2,1.0
4,B80 Залізодефіцитна анемія  ,2019-05,Жіноча,y40-64,1,
4,B80 Залізодефіцитна анемія  ,2019-05,Жіноча,y65+,10,4.0
4,B80 Залізодефіцитна анемія  ,2019-05,Чоловіча,y0-5,2,2.0
4,B80 Залізодефіцитна анемія  ,2019-05,Чоловіча,y65+,1,1.0
4,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-05,Жіноча,y40-64,3,2.0
4,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-05,Чоловіча,y40-64,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,y65+,2,2.0
5,A97 Відсутність хвороби  ,2019-05,Чоловіча,y6-17,902,773.0
5,A97 Відсутність хвороби  ,2019-05,Чоловіча,y65+,9,9.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Жіноча,y65+,6,2.0
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,,1,
1,"F99 Захворювання ока/придатків, інші  ",2019-05,Чоловіча,y0-5,1,1.0
